Month,HS Code,Category,Value EUR,Net Weight kg
2025-07,62,"Woven apparel",37374651,1159203
2025-08,62,"Woven apparel",25434814,869312.9999999999
2025-09,62,"Woven apparel",22261446,788118
2025-10,62,"Woven apparel",16325216,572228
2025-11,62,"Woven apparel",18303827,656394
2025-12,62,"Woven apparel",24094248,673263
2026-01,62,"Woven apparel",37286662,998003.0000000001
2026-02,62,"Woven apparel",45209064,1341693
2026-03,62,"Woven apparel",45818403,1468688
2026-04,62,"Woven apparel",40723384,1235169
2026-05,62,"Woven apparel",31983131,997737.9999999999
2026-06,62,"Woven apparel",33632817,968021.9999999999
2011-01,63,"Made-ups / home textiles",7981793,1577033
2011-02,63,"Made-ups / home textiles",8832581,1977311
2011-03,63,"Made-ups / home textiles",10451712,2266286
2011-04,63,"Made-ups / home textiles",10952912,2162841
2011-05,63,"Made-ups / home textiles",10598148,2281363
2011-06,63,"Made-ups / home textiles",9178928,1947587
2011-07,63,"Made-ups / home textiles",9124251,1990189
2011-08,63,"Made-ups / home textiles",9748192,2159738
2011-09,63,"Made-ups / home textiles",10247892,2217799
2011-10,63,"Made-ups / home textiles",10106786,2039331.0000000002
2011-11,63,"Made-ups / home textiles",7619099,1339457
2011-12,63,"Made-ups / home textiles",7208466,1434455
2012-01,63,"Made-ups / home textiles",8615722,1633957
2012-02,63,"Made-ups / home textiles",8176638,1629772
2012-03,63,"Made-ups / home textiles",8758098,1677709.9999999998
2012-04,63,"Made-ups / home textiles",8547462,1807728
2012-05,63,"Made-ups / home textiles",7201025,1442354
2012-06,63,"Made-ups / home textiles",7895900,1696561
2012-07,63,"Made-ups / home textiles",9398190,1985331.0000000002
2012-08,63,"Made-ups / home textiles",9294752,2074623
2012-09,63,"Made-ups / home textiles",7175278,1511849
2012-10,63,"Made-ups / home textiles",9158011,1879646
2012-11,63,"Made-ups / home textiles",7142444,1420892
2012-12,63,"Made-ups / home textiles",5624648,1092857
2013-01,63,"Made-ups / home textiles",7503487,1490630
2013-02,63,"Made-ups / home textiles",7554011,1602640
2013-03,63,"Made-ups / home textiles",7855322,1541977
2013-04,63,"Made-ups / home textiles",8204176,1936513
2013-05,63,"Made-ups / home textiles",7042367,1650748
2013-06,63,"Made-ups / home textiles",7289097,1628992
2013-07,63,"Made-ups / home textiles",8996185,1913921
2013-08,63,"Made-ups / home textiles",9035142,2087968
2013-09,63,"Made-ups / home textiles",9090061,2032674.0000000002
2013-10,63,"Made-ups / home textiles",9170404,2129608
2013-11,63,"Made-ups / home textiles",8683635,1996636
2013-12,63,"Made-ups / home textiles",5851401,1367172
2014-01,63,"Made-ups / home textiles",8676866,2143008
2014-02,63,"Made-ups / home textiles",6793429,1493760
2014-03,63,"Made-ups / home textiles",9114735,2242277
2014-04,63,"Made-ups / home textiles",8776732,1962950.9999999998
2014-05,63,"Made-ups / home textiles",7949583,1944525
2014-06,63,"Made-ups / home textiles",8381446,1970541
2014-07,63,"Made-ups / home textiles",8393019,1924796
2014-08,63,"Made-ups / home textiles",8918205,1984541
2014-09,63,"Made-ups / home textiles",9349523,2097926
2014-10,63,"Made-ups / home textiles",10171917,2167187
2014-11,63,"Made-ups / home textiles",7472398,1515373
2014-12,63,"Made-ups / home textiles",6880903,1652307
2015-01,63,"Made-ups / home textiles",8600100,1775375
2015-02,63,"Made-ups / home textiles",8033855,1758779
2015-03,63,"Made-ups / home textiles",9782610,1938179
2015-04,63,"Made-ups / home textiles",9626204,2103637
2015-05,63,"Made-ups / home textiles",7736486,1612125
2015-06,63,"Made-ups / home textiles",8370557,1798396
2015-07,63,"Made-ups / home textiles",9627491,2115636
2015-08,63,"Made-ups / home textiles",8952311,2174124
2015-09,63,"Made-ups / home textiles",9014468,2069361
2015-10,63,"Made-ups / home textiles",12213664,2751318
2015-11,63,"Made-ups / home textiles",8036548,1856568.9999999998
2015-12,63,"Made-ups / home textiles",7642455,1559523
2016-01,63,"Made-ups / home textiles",7675511,1689973
2016-02,63,"Made-ups / home textiles",8742031,1709614
2016-03,63,"Made-ups / home textiles",10485187,2607519
2016-04,63,"Made-ups / home textiles",8932229,2130433
2016-05,63,"Made-ups / home textiles",8663545,2151978
2016-06,63,"Made-ups / home textiles",9717362,2107330
2016-07,63,"Made-ups / home textiles",8646604,2033668.9999999998
2016-08,63,"Made-ups / home textiles",9850297,2511415
2016-09,63,"Made-ups / home textiles",9702074,2298194
2016-10,63,"Made-ups / home textiles",8707923,1763063
2016-11,63,"Made-ups / home textiles",8206023,1852874.0000000002
2016-12,63,"Made-ups / home textiles",8212267,1796048
2017-01,63,"Made-ups / home textiles",9481996,2003032
2017-02,63,"Made-ups / home textiles",8393683,1760064
2017-03,63,"Made-ups / home textiles",11467584,2639130
2017-04,63,"Made-ups / home textiles",8980068,2168182
2017-05,63,"Made-ups / home textiles",10340767,2454168
2017-06,63,"Made-ups / home textiles",10000886,2401307
2017-07,63,"Made-ups / home textiles",8230311,2036348
2017-08,63,"Made-ups / home textiles",10109798,2574039
2017-09,63,"Made-ups / home textiles",12128443,3358833.9999999995
2017-10,63,"Made-ups / home textiles",11711244,2998796
2017-11,63,"Made-ups / home textiles",10089277,2633519
2017-12,63,"Made-ups / home textiles",8253389,1949371
2018-01,63,"Made-ups / home textiles",11435259,2999908
2018-02,63,"Made-ups / home textiles",11169811,2771591
2018-03,63,"Made-ups / home textiles",11791968,3085045
2018-04,63,"Made-ups / home textiles",10571032,2824052
2018-05,63,"Made-ups / home textiles",11214299,3367951
2018-06,63,"Made-ups / home textiles",8824243,2148532
2018-07,63,"Made-ups / home textiles",12086438,3169723
2018-08,63,"Made-ups / home textiles",9803090,2235743
2018-09,63,"Made-ups / home textiles",12850525,3327323.0000000005
2018-10,63,"Made-ups / home textiles",11856299,2923585
2018-11,63,"Made-ups / home textiles",10562896,2655844
2018-12,63,"Made-ups / home textiles",7742483,1804090.0000000002
2019-01,63,"Made-ups / home textiles",12583145,3065104
2019-02,63,"Made-ups / home textiles",10402786,2445085
2019-03,63,"Made-ups / home textiles",9432801,2482157
2019-04,63,"Made-ups / home textiles",12220227,3122493
2019-05,63,"Made-ups / home textiles",11693010,3103431
2019-06,63,"Made-ups / home textiles",9785199,2351450
2019-07,63,"Made-ups / home textiles",12152727,2757721
2019-08,63,"Made-ups / home textiles",10455112,2542962
2019-09,63,"Made-ups / home textiles",10485906,2645763
2019-10,63,"Made-ups / home textiles",10760034,2767750
2019-11,63,"Made-ups / home textiles",9418047,2521162
2019-12,63,"Made-ups / home textiles",7318809,1716934.9999999998
2020-01,63,"Made-ups / home textiles",8874964,1893620
2020-02,63,"Made-ups / home textiles",14202329,3547242
2020-03,63,"Made-ups / home textiles",11740634,2941681
2020-04,63,"Made-ups / home textiles",8718535,2284073
2020-05,63,"Made-ups / home textiles",3262029,738725
2020-06,63,"Made-ups / home textiles",5588319,1412718
2020-07,63,"Made-ups / home textiles",8160399,2197394
2020-08,63,"Made-ups / home textiles",9894926,2438008
2020-09,63,"Made-ups / home textiles",9032028,2210384
2020-10,63,"Made-ups / home textiles",11752905,2947076
2020-11,63,"Made-ups / home textiles",9757710,2642634
2020-12,63,"Made-ups / home textiles",10236878,2623789
2021-01,63,"Made-ups / home textiles",10687554,2830978
2021-02,63,"Made-ups / home textiles",11225412,2622120
2021-03,63,"Made-ups / home textiles",14436141,3849266.0000000005
2021-04,63,"Made-ups / home textiles",15905831,4250521
2021-05,63,"Made-ups / home textiles",13034629,3190122
2021-06,63,"Made-ups / home textiles",13814712,3327426
2021-07,63,"Made-ups / home textiles",12783364,3057310
2021-08,63,"Made-ups / home textiles",14140895,3499846
2021-09,63,"Made-ups / home textiles",15550637,3334621
2021-10,63,"Made-ups / home textiles",20302084,4782714
2021-11,63,"Made-ups / home textiles",17626692,3597392
2021-12,63,"Made-ups / home textiles",12935627,2443654
2022-01,63,"Made-ups / home textiles",16469490,3446123.0000000005
2022-02,63,"Made-ups / home textiles",13897325,2534354
2022-03,63,"Made-ups / home textiles",16537248,3373997
2022-04,63,"Made-ups / home textiles",14513852,2930568
2022-05,63,"Made-ups / home textiles",15961584,3285371
2022-06,63,"Made-ups / home textiles",18807951,3803337.0000000005
2022-07,63,"Made-ups / home textiles",12953261,2445702
2022-08,63,"Made-ups / home textiles",19284362,3607740
2022-09,63,"Made-ups / home textiles",17219291,2902836
2022-10,63,"Made-ups / home textiles",18207450,3323896
2022-11,63,"Made-ups / home textiles",12810221,2156513
2022-12,63,"Made-ups / home textiles",11944516,2235718
2023-01,63,"Made-ups / home textiles",14180368,2743038
2023-02,63,"Made-ups / home textiles",12789441,2416735
2023-03,63,"Made-ups / home textiles",12650449,2414216
2023-04,63,"Made-ups / home textiles",12929505,2978767
2023-05,63,"Made-ups / home textiles",13790813,3443251
2023-06,63,"Made-ups / home textiles",14791156,3212592
2023-07,63,"Made-ups / home textiles",12233059,2629025
2023-08,63,"Made-ups / home textiles",12374566,3026663
2023-09,63,"Made-ups / home textiles",13839413,2843557
2023-10,63,"Made-ups / home textiles",12726545,2979452
2023-11,63,"Made-ups / home textiles",10982257,2497412
2023-12,63,"Made-ups / home textiles",10551442,2437820
2024-01,63,"Made-ups / home textiles",11108586,2561334
2024-02,63,"Made-ups / home textiles",12850940,2496862
2024-03,63,"Made-ups / home textiles",12889279,2851591
2024-04,63,"Made-ups / home textiles",13367258,3217827
2024-05,63,"Made-ups / home textiles",16164195,3726141.0000000005
2024-06,63,"Made-ups / home textiles",14291613,3226215
2024-07,63,"Made-ups / home textiles",15060872,3723126
2024-08,63,"Made-ups / home textiles",12055856,2562095
2024-09,63,"Made-ups / home textiles",16152459,3493219.9999999995
2024-10,63,"Made-ups / home textiles",17519943,3697923.0000000005
2024-11,63,"Made-ups / home textiles",15612151,3625664
2024-12,63,"Made-ups / home textiles",13187699,2682608
2025-01,63,"Made-ups / home textiles",15696643,3283806
2025-02,63,"Made-ups / home textiles",15855066,3122754
2025-03,63,"Made-ups / home textiles",18590121,3948150
2025-04,63,"Made-ups / home textiles",16284646,3283183
2025-05,63,"Made-ups / home textiles",19573302,4102001.9999999995
2025-06,63,"Made-ups / home textiles",12426492,2957175
2025-07,63,"Made-ups / home textiles",15918962,3921017
2025-08,63,"Made-ups / home textiles",13282359,3593162.0000000005
2025-09,63,"Made-ups / home textiles",14402441,3887807
2025-10,63,"Made-ups / home textiles",15904811,3984340
2025-11,63,"Made-ups / home textiles",15761908,4705192
2025-12,63,"Made-ups / home textiles",14120662,3698610
2026-01,63,"Made-ups / home textiles",14407373,3742491.0000000005
2026-02,63,"Made-ups / home textiles",13908351,3391596
2026-03,63,"Made-ups / home textiles",15548079,3799980.0000000005
2026-04,63,"Made-ups / home textiles",12529312,2874989
2026-05,63,"Made-ups / home textiles",15356556,4200430
2026-06,63,"Made-ups / home textiles",14615618,3539417
2011-01,64,"Footwear",12037100,748286
2011-02,64,"Footwear",15370173,992666
2011-03,64,"Footwear",18106902,1115251
2011-04,64,"Footwear",12701216,757081
2011-05,64,"Footwear",7987515,492853
2011-06,64,"Footwear",10178215,651979
2011-07,64,"Footwear",11875898,782034
2011-08,64,"Footwear",15571275,991782
2011-09,64,"Footwear",10939224,738261
2011-10,64,"Footwear",7715273,541913
2011-11,64,"Footwear",6463032,419279
2011-12,64,"Footwear",10673439,630210
2012-01,64,"Footwear",12859386,734834
2012-02,64,"Footwear",14363153,855235
2012-03,64,"Footwear",12472898,696132
2012-04,64,"Footwear",8590693,481343.99999999994
2012-05,64,"Footwear",6685130,401897
2012-06,64,"Footwear",9275191,574064
2012-07,64,"Footwear",11183996,671623
2012-08,64,"Footwear",14478150,846558
2012-09,64,"Footwear",10300281,561869
2012-10,64,"Footwear",7638648,466795
2012-11,64,"Footwear",5937200,355462
2012-12,64,"Footwear",9056474,561453
2013-01,64,"Footwear",12895770,734253
2013-02,64,"Footwear",15824772,870068
2013-03,64,"Footwear",16015944,889812.0000000001
2013-04,64,"Footwear",12794877,753916
2013-05,64,"Footwear",7781477,460747
2013-06,64,"Footwear",8618084,496118
2013-07,64,"Footwear",12926311,724456
2013-08,64,"Footwear",15993018,907136
2013-09,64,"Footwear",12332173,713310
2013-10,64,"Footwear",7642360,460312
2013-11,64,"Footwear",6156260,371439
2013-12,64,"Footwear",10342073,603325
2014-01,64,"Footwear",15592914,931140
2014-02,64,"Footwear",14393013,760469
2014-03,64,"Footwear",18207010,1030553.0000000001
2014-04,64,"Footwear",12184999,640242
2014-05,64,"Footwear",10677217,664210
2014-06,64,"Footwear",11691014,656330
2014-07,64,"Footwear",16449559,984012.0000000001
2014-08,64,"Footwear",15689133,875048
2014-09,64,"Footwear",13856747,751576
2014-10,64,"Footwear",9233899,557436
2014-11,64,"Footwear",6723272,388033
2014-12,64,"Footwear",11988697,724775
2015-01,64,"Footwear",17310718,967117
2015-02,64,"Footwear",16359868,914194
2015-03,64,"Footwear",17714210,930734
2015-04,64,"Footwear",14265248,818545
2015-05,64,"Footwear",10464125,545262
2015-06,64,"Footwear",13596935,705114
2015-07,64,"Footwear",15902065,838662.9999999999
2015-08,64,"Footwear",15180574,815532
2015-09,64,"Footwear",10609442,565269
2015-10,64,"Footwear",8516440,475910.99999999994
2015-11,64,"Footwear",12491187,562992
2015-12,64,"Footwear",12267293,607153
2016-01,64,"Footwear",14824004,707328
2016-02,64,"Footwear",18914742,876861
2016-03,64,"Footwear",18899457,877762.0000000001
2016-04,64,"Footwear",13000382,650300
2016-05,64,"Footwear",9507921,456812
2016-06,64,"Footwear",11945295,599229
2016-07,64,"Footwear",14379474,743237
2016-08,64,"Footwear",14643020,748456
2016-09,64,"Footwear",15258284,795534
2016-10,64,"Footwear",8160143,446643
2016-11,64,"Footwear",8394372,458272
2016-12,64,"Footwear",9841326,545812
2017-01,64,"Footwear",13222585,606897
2017-02,64,"Footwear",19304303,907779.0000000001
2017-03,64,"Footwear",17153217,857554.9999999999
2017-04,64,"Footwear",12824456,657081
2017-05,64,"Footwear",12045460,642151
2017-06,64,"Footwear",13782501,654823
2017-07,64,"Footwear",16154795,833307
2017-08,64,"Footwear",15012612,757994
2017-09,64,"Footwear",12568269,672823
2017-10,64,"Footwear",8992643,500160.00000000006
2017-11,64,"Footwear",8123095,401926
2017-12,64,"Footwear",9819787,546689
2018-01,64,"Footwear",17780005,833942
2018-02,64,"Footwear",17708550,819812.0000000001
2018-03,64,"Footwear",20721621,1045137.9999999999
2018-04,64,"Footwear",13213748,706584
2018-05,64,"Footwear",11972722,647262
2018-06,64,"Footwear",9970115,509667
2018-07,64,"Footwear",16998562,861176
2018-08,64,"Footwear",16786700,855358
2018-09,64,"Footwear",11874752,667968
2018-10,64,"Footwear",9214300,500029
2018-11,64,"Footwear",6661929,366783
2018-12,64,"Footwear",7197224,360825
2019-01,64,"Footwear",18045138,919129.9999999999
2019-02,64,"Footwear",17360096,838466
2019-03,64,"Footwear",15979147,756810
2019-04,64,"Footwear",14882707,759961
2019-05,64,"Footwear",9740628,522126
2019-06,64,"Footwear",9944685,504914.99999999994
2019-07,64,"Footwear",15485449,765531
2019-08,64,"Footwear",15344547,838721.9999999999
2019-09,64,"Footwear",11064559,572755
2019-10,64,"Footwear",8186021,536020
2019-11,64,"Footwear",7337567,379523
2019-12,64,"Footwear",8527503,396583
2020-01,64,"Footwear",13349830,645867
2020-02,64,"Footwear",17490299,835400
2020-03,64,"Footwear",15687718,741350
2020-04,64,"Footwear",9416824,552700
2020-05,64,"Footwear",4424245,229839
2020-06,64,"Footwear",7180349,308233
2020-07,64,"Footwear",9535634,449225
2020-08,64,"Footwear",11129644,554643
2020-09,64,"Footwear",15558898,793902
2020-10,64,"Footwear",9973500,594954
2020-11,64,"Footwear",5654078,346723
2020-12,64,"Footwear",6257184,352319
2021-01,64,"Footwear",12532465,662223
2021-02,64,"Footwear",13022291,696710
2021-03,64,"Footwear",18132668,897220.0000000001
2021-04,64,"Footwear",10779480,532045
2021-05,64,"Footwear",9843619,541076
2021-06,64,"Footwear",7552904,383123
2021-07,64,"Footwear",10945750,611983
2021-08,64,"Footwear",11731115,570266
2021-09,64,"Footwear",10883931,561303
2021-10,64,"Footwear",10678532,547542
2021-11,64,"Footwear",9661929,486514.99999999994
2021-12,64,"Footwear",8018441,378910
2022-01,64,"Footwear",13584379,621501
2022-02,64,"Footwear",13814864,625145
2022-03,64,"Footwear",18284858,795259
2022-04,64,"Footwear",15560396,683148
2022-05,64,"Footwear",15499239,712362
2022-06,64,"Footwear",11213883,499647.99999999994
2022-07,64,"Footwear",11443021,499110.99999999994
2022-08,64,"Footwear",17202466,783308
2022-09,64,"Footwear",16454595,709512
2022-10,64,"Footwear",10840986,501725
2022-11,64,"Footwear",9297480,391901
2022-12,64,"Footwear",11859016,524329
2023-01,64,"Footwear",14857363,648386
2023-02,64,"Footwear",15865997,663269
2023-03,64,"Footwear",16082905,625101
2023-04,64,"Footwear",11986463,557647
2023-05,64,"Footwear",8607477,414433
2023-06,64,"Footwear",10801810,551274
2023-07,64,"Footwear",12128968,584859
2023-08,64,"Footwear",13853838,668812
2023-09,64,"Footwear",11460866,584592
2023-10,64,"Footwear",8926024,417656.00000000006
2023-11,64,"Footwear",6924359,296867
2023-12,64,"Footwear",7447722,319693
2024-01,64,"Footwear",10852345,437628
2024-02,64,"Footwear",12501913,524425
2024-03,64,"Footwear",17114027,773624
2024-04,64,"Footwear",13165051,578296
2024-05,64,"Footwear",9346816,420539.99999999994
2024-06,64,"Footwear",6882701,262056
2024-07,64,"Footwear",10443684,432768
2024-08,64,"Footwear",12091152,558970
2024-09,64,"Footwear",13869586,658385
2024-10,64,"Footwear",10795425,532823
2024-11,64,"Footwear",9984420,489137
2024-12,64,"Footwear",6928477,314857
2025-01,64,"Footwear",12655066,484966
2025-02,64,"Footwear",13658099,541688
2025-03,64,"Footwear",15389812,682561
2025-04,64,"Footwear",16957000,720721
2025-05,64,"Footwear",13242335,588915
2025-06,64,"Footwear",6887650,285692
2025-07,64,"Footwear",11637150,533504
2025-08,64,"Footwear",12489209,597761
2025-09,64,"Footwear",14416838,650729
2025-10,64,"Footwear",9241569,455732
2025-11,64,"Footwear",5725397,273659
2025-12,64,"Footwear",6007698,293586
2026-01,64,"Footwear",9532491,388551
2026-02,64,"Footwear",10744980,442376
2026-03,64,"Footwear",13964215,637857
2026-04,64,"Footwear",8504237,406554
2026-05,64,"Footwear",6057824,303107
2026-06,64,"Footwear",5576474,268537
