Grain,HS2,Category,OriginYearMonth,TargetYearMonth,Horizon,Method,ActualEUR,ForecastEUR,APE,ResidualPct,RedSeaRegime
category,52,Cotton yarn & woven cotton,2021-09,2021-12,3,seasonal-naive + trend,1490042,804957.0239024275,0.4597756144441381,0.85108267367652,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-09,2021-12,3,seasonal-naive,1490042,539227,0.6381128854085992,1.7632926392780777,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-09,2021-12,3,last-month naive,1490042,577470,0.612447165918813,1.5802933485722201,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2021-11,1,seasonal-naive + trend,793950,934435.7839041353,0.1769453793112102,-0.15034289816810772,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2021-11,1,seasonal-naive,793950,602459,0.24118773222495118,0.3178490154516739,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2021-11,1,last-month naive,793950,1003326,0.2637143396939354,-0.20868192392103863,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2021-12,2,seasonal-naive + trend,1490042,836360.6559903249,0.43869994537716056,0.7815783051579089,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2021-12,2,seasonal-naive,1490042,539227,0.6381128854085992,1.7632926392780777,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2021-12,2,last-month naive,1490042,1003326,0.32664582609080817,0.4851025489222845,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2022-01,3,seasonal-naive + trend,1111851,1105995.9100830727,0.005266074246393873,0.005293952593809765,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2022-01,3,seasonal-naive,1111851,713069,0.3586649649998066,0.5592474220587349,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-10,2022-01,3,last-month naive,1111851,1003326,0.09760750316364333,0.10816524240376507,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2021-12,1,seasonal-naive + trend,1490042,864271.2519796337,0.41996852975980964,0.7240443860501244,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2021-12,1,seasonal-naive,1490042,539227,0.6381128854085992,1.7632926392780777,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2021-12,1,last-month naive,1490042,793950,0.46716267058243993,0.8767453869891051,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2022-01,2,seasonal-naive + trend,1111851,1142904.6345562544,0.02792967273155699,-0.027170801147648943,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2022-01,2,seasonal-naive,1111851,713069,0.3586649649998066,0.5592474220587349,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2022-01,2,last-month naive,1111851,793950,0.285920505535364,0.40040430757604384,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2022-02,3,seasonal-naive + trend,825819,1441129.0011024224,0.7450906325749618,-0.4269638600234454,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2022-02,3,seasonal-naive,825819,899134,0.0887785337949357,-0.08153957029764196,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-11,2022-02,3,last-month naive,825819,793950,0.0385907807885263,0.040139807292650674,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-01,1,seasonal-naive + trend,1111851,1247525.2973648005,0.12202561077410595,-0.108754746417881,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-01,1,seasonal-naive,1111851,713069,0.3586649649998066,0.5592474220587349,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-01,1,last-month naive,1111851,1490042,0.34014539718001785,-0.2538123086463335,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-02,2,seasonal-naive + trend,825819,1573048.9065164838,0.9048349656722402,-0.47502013664103054,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-02,2,seasonal-naive,825819,899134,0.0887785337949357,-0.08153957029764196,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-02,2,last-month naive,825819,1490042,0.8043203171639306,-0.44577468286128846,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-03,3,seasonal-naive + trend,919337,1096549.1042314672,0.192760765890492,-0.1616089088465117,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-03,3,seasonal-naive,919337,626773,0.3182336836220015,0.46677824347889907,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2021-12,2022-03,3,last-month naive,919337,1490042,0.6207788873938501,-0.3830126936019253,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-02,1,seasonal-naive + trend,825819,1597782.4231452509,0.934785253360907,-0.48314677390531874,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-02,1,seasonal-naive,825819,899134,0.0887785337949357,-0.08153957029764196,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-02,1,last-month naive,825819,1111851,0.34636161192706877,-0.2572574922359201,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-03,2,seasonal-naive + trend,919337,1113790.4725013382,0.21151489878177232,-0.17458712145798552,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-03,2,seasonal-naive,919337,626773,0.3182336836220015,0.46677824347889907,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-03,2,last-month naive,919337,1111851,0.2094052561791813,-0.17314730121212285,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-04,3,seasonal-naive + trend,1325483,1753565.205383525,0.32296318050365413,-0.2441210649420353,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-04,3,seasonal-naive,1325483,986799,0.2555174227055345,0.3432147782881823,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-01,2022-04,3,last-month naive,1325483,1111851,0.16117294601288737,0.19214085340571713,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-03,1,seasonal-naive + trend,919337,1086595.6880927966,0.18193403299638392,-0.1539290924174112,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-03,1,seasonal-naive,919337,626773,0.3182336836220015,0.46677824347889907,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-03,1,last-month naive,919337,825819,0.1017233071224154,0.11324273236629334,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-04,2,seasonal-naive + trend,1325483,1710749.4075435342,0.29066114581894614,-0.22520329736471362,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-04,2,seasonal-naive,1325483,986799,0.2555174227055345,0.3432147782881823,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-04,2,last-month naive,1325483,825819,0.37696749034125676,0.6050526810354327,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-05,3,seasonal-naive + trend,2225443,1305025.0456452947,0.4135886447573383,0.7052875785227455,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-05,3,seasonal-naive,2225443,752768,0.6617446503909559,1.9563464440571332,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-02,2022-05,3,last-month naive,2225443,825819,0.6289192758475504,1.6948314340067254,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-04,1,seasonal-naive + trend,1325483,1755357.857041535,0.32431563214430886,-0.2448930030518349,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-04,1,seasonal-naive,1325483,986799,0.2555174227055345,0.3432147782881823,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-04,1,last-month naive,1325483,919337,0.3064135865944716,0.44178141421480915,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-05,2,seasonal-naive + trend,2225443,1339054.0761892162,0.39829774288120784,0.6619515518994856,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-05,2,seasonal-naive,2225443,752768,0.6617446503909559,1.9563464440571332,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-05,2,last-month naive,2225443,919337,0.5868970807160642,1.4207042684021203,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-06,3,seasonal-naive + trend,886640,1085636.9253511517,0.2244393726328067,-0.18329970241827,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-06,3,seasonal-naive,886640,610306,0.31166426057926555,0.45277942540299454,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-03,2022-06,3,last-month naive,886640,919337,0.036877424884958945,-0.03556584799698043,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-05,1,seasonal-naive + trend,2225443,1256069.8345969813,0.43558660698252827,0.7717510115303811,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-05,1,seasonal-naive,2225443,752768,0.6617446503909559,1.9563464440571332,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-05,1,last-month naive,2225443,1325483,0.4043958888185408,0.6789675914364801,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-06,2,seasonal-naive + trend,886640,1018357.5237969005,0.14855806617894582,-0.12934310467486668,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-06,2,seasonal-naive,886640,610306,0.31166426057926555,0.45277942540299454,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-06,2,last-month naive,886640,1325483,0.49495060001804564,-0.3310815755464235,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-07,3,seasonal-naive + trend,1124323,1777519.4921281182,0.5809687181780664,-0.36747641588227253,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-07,3,seasonal-naive,1124323,1065275,0.052518715707141096,0.055429818591443525,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-04,2022-07,3,last-month naive,1124323,1325483,0.17891655689690597,-0.15176354581688337,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-06,1,seasonal-naive + trend,886640,942714.8923337286,0.0632442618579453,-0.05948234486347506,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-06,1,seasonal-naive,886640,610306,0.31166426057926555,0.45277942540299454,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-06,1,last-month naive,886640,2225443,1.5099736082288189,-0.6015894363504255,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-07,2,seasonal-naive + trend,1124323,1645487.0293439892,0.46353586055251844,-0.3167232679748093,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-07,2,seasonal-naive,1124323,1065275,0.052518715707141096,0.055429818591443525,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-07,2,last-month naive,1124323,2225443,0.9793626920377863,-0.4947868806345523,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-08,3,seasonal-naive + trend,764091,835819.828719458,0.09387472005226859,-0.08581852960984689,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-08,3,seasonal-naive,764091,541103,0.29183434957354554,0.41209899039554393,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-05,2022-08,3,last-month naive,764091,2225443,1.9125365957719695,-0.656656674648598,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-07,1,seasonal-naive + trend,1124323,1626944.1196406062,0.4470433493227535,-0.30893569949509747,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-07,1,seasonal-naive,1124323,1065275,0.052518715707141096,0.055429818591443525,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-07,1,last-month naive,1124323,886640,0.21140099419828642,0.26807159613822973,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-08,2,seasonal-naive + trend,764091,826401.0175493568,0.08154790142712949,-0.07539925075858868,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-08,2,seasonal-naive,764091,541103,0.29183434957354554,0.41209899039554393,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-08,2,last-month naive,764091,886640,0.16038534677152327,-0.13821731480646035,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-09,3,seasonal-naive + trend,738102,881942.6164782436,0.19487904988503432,-0.163095210267336,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-09,3,seasonal-naive,738102,577470,0.21762845785541834,0.2781650994856876,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-06,2022-09,3,last-month naive,738102,886640,0.20124318861078822,-0.16752909861950735,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-08,1,seasonal-naive + trend,764091,815338.2134655656,0.0670695158895545,-0.06285393302951073,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-08,1,seasonal-naive,764091,541103,0.29183434957354554,0.41209899039554393,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-08,1,last-month naive,764091,1124323,0.4714516988159787,-0.3203990312392435,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-09,2,seasonal-naive + trend,738102,870136.2922215551,0.1788835313026589,-0.1517397830683017,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-09,2,seasonal-naive,738102,577470,0.21762845785541834,0.2781650994856876,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-09,2,last-month naive,738102,1124323,0.5232623675318587,-0.34351427481248714,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-10,3,seasonal-naive + trend,1121851,1511819.428765969,0.3476116068586371,-0.2579464328516289,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-10,3,seasonal-naive,1121851,1003326,0.10565128524197955,0.11813209265981346,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-07,2022-10,3,last-month naive,1121851,1124323,0.0022035011779639184,-0.0021986564359174365,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-09,1,seasonal-naive + trend,738102,901409.4240515126,0.22125319271796123,-0.18116897792958966,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-09,1,seasonal-naive,738102,577470,0.21762845785541834,0.2781650994856876,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-09,1,last-month naive,738102,764091,0.03521058065145468,-0.03401296442439448,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-10,2,seasonal-naive + trend,1121851,1566154.9721992621,0.3960454393669588,-0.28369093741429136,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-10,2,seasonal-naive,1121851,1003326,0.10565128524197955,0.11813209265981346,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-10,2,last-month naive,1121851,764091,0.3189015297040338,0.46821648206823535,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-11,3,seasonal-naive + trend,1039618,1239326.7394422193,0.19209819322310623,-0.16114292791915527,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-11,3,seasonal-naive,1039618,793950,0.23630602779097706,0.3094250267649096,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-08,2022-11,3,last-month naive,1039618,764091,0.2650271542047175,0.36059448416484424,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-10,1,seasonal-naive + trend,1121851,1609186.0597960074,0.43440266113415005,-0.302845688246756,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-10,1,seasonal-naive,1121851,1003326,0.10565128524197955,0.11813209265981346,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-10,1,last-month naive,1121851,738102,0.34206770774372,0.519913236923894,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-11,2,seasonal-naive + trend,1039618,1273378.016890861,0.22485183681973675,-0.18357472313022993,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-11,2,seasonal-naive,1039618,793950,0.23630602779097706,0.3094250267649096,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-11,2,last-month naive,1039618,738102,0.29002575946164844,0.40850180598345487,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-12,3,seasonal-naive + trend,1172009,2389806.319093258,1.03906823163752,-0.5095799225919344,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-12,3,seasonal-naive,1172009,1490042,0.2713571312165692,-0.2134389500430189,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-09,2022-12,3,last-month naive,1172009,738102,0.3702249726751245,0.5878686143649523,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2022-11,1,seasonal-naive + trend,1039618,1233387.721913949,0.18638550113017366,-0.15710365724515282,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2022-11,1,seasonal-naive,1039618,793950,0.23630602779097706,0.3094250267649096,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2022-11,1,last-month naive,1039618,1121851,0.07909924606922927,-0.07330117814219535,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2022-12,2,seasonal-naive + trend,1172009,2314754.717471005,0.9750315206376443,-0.49367896686674284,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2022-12,2,seasonal-naive,1172009,1490042,0.2713571312165692,-0.2134389500430189,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2022-12,2,last-month naive,1172009,1121851,0.04279659968481471,0.044710037250936176,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2023-01,3,seasonal-naive + trend,1174666,1727241.4786796977,0.4704107198809685,-0.3199179069634699,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2023-01,3,seasonal-naive,1174666,1111851,0.053474774957307014,0.0564958793939116,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-10,2023-01,3,last-month naive,1174666,1121851,0.0449617167773648,0.04707844446365872,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2022-12,1,seasonal-naive + trend,1172009,2313708.7093917714,0.9741390291301273,-0.49345006342302344,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2022-12,1,seasonal-naive,1172009,1490042,0.2713571312165692,-0.2134389500430189,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2022-12,1,last-month naive,1172009,1039618,0.11296073664963324,0.12734581355844166,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2023-01,2,seasonal-naive + trend,1174666,1726460.9603259175,0.4697462600653441,-0.3196104476186654,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2023-01,2,seasonal-naive,1174666,1111851,0.053474774957307014,0.0564958793939116,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2023-01,2,last-month naive,1174666,1039618,0.1149671481084836,0.12990155999607547,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2023-02,3,seasonal-naive + trend,766916,1282315.9432292536,0.6720422356936792,-0.40192898322025306,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2023-02,3,seasonal-naive,766916,825819,0.07680502167121302,-0.07132676772997473,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-11,2023-02,3,last-month naive,766916,1039618,0.35558261921775003,-0.2623098099494237,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-01,1,seasonal-naive + trend,1174666,1543308.3774660628,0.31382740069608106,-0.2388650141790403,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-01,1,seasonal-naive,1174666,1111851,0.053474774957307014,0.0564958793939116,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-01,1,last-month naive,1174666,1172009,0.002261919558410646,0.0022670474373490306,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-02,2,seasonal-naive + trend,766916,1146280.7345324566,0.494662693870589,-0.3309527265911796,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-02,2,seasonal-naive,766916,825819,0.07680502167121302,-0.07132676772997473,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-02,2,last-month naive,766916,1172009,0.5282103907077177,-0.3456398372367448,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-03,3,seasonal-naive + trend,897599,1276088.6969697538,0.42166902700398934,-0.29660140229165033,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-03,3,seasonal-naive,897599,919337,0.0242179414192752,-0.02364530090706672,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2022-12,2023-03,3,last-month naive,897599,1172009,0.30571558123393633,-0.23413642727999529,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-02,1,seasonal-naive + trend,766916,1111682.2531814633,0.4495489117210533,-0.310130212292942,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-02,1,seasonal-naive,766916,825819,0.07680502167121302,-0.07132676772997473,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-02,1,last-month naive,766916,1174666,0.5316749161577018,-0.34711994728714374,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-03,2,seasonal-naive + trend,897599,1237572.1890548498,0.3787584311645287,-0.27470978425467996,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-03,2,seasonal-naive,897599,919337,0.0242179414192752,-0.02364530090706672,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-03,2,last-month naive,897599,1174666,0.3086757003962794,-0.23586874907420494,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-04,3,seasonal-naive + trend,1347318,1784308.5809284186,0.32434108423432223,-0.24490751521300305,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-04,3,seasonal-naive,1347318,1325483,0.016206270531530047,0.01647324032069819,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-01,2023-04,3,last-month naive,1347318,1174666,0.12814495167436343,0.1469796520883383,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-03,1,seasonal-naive + trend,897599,1238354.6063276958,0.37963010913302686,-0.2751680371571407,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-03,1,seasonal-naive,897599,919337,0.0242179414192752,-0.02364530090706672,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-03,1,last-month naive,897599,766916,0.14559173974124304,0.17040066969524695,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-04,2,seasonal-naive + trend,1347318,1785436.6556105684,0.325178358494853,-0.2453845977866654,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-04,2,seasonal-naive,1347318,1325483,0.016206270531530047,0.01647324032069819,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-04,2,last-month naive,1347318,766916,0.4307832300911886,0.7567999624469955,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-05,3,seasonal-naive + trend,1374828,2997690.2813328803,1.1804111360351115,-0.5413708986010715,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-05,3,seasonal-naive,1374828,2225443,0.6187064854658183,-0.38222277542044436,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-02,2023-05,3,last-month naive,1374828,766916,0.442173130020628,0.7926709052881933,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-04,1,seasonal-naive + trend,1347318,1731265.9830369565,0.2849720578489685,-0.2217729608268752,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-04,1,seasonal-naive,1347318,1325483,0.016206270531530047,0.01647324032069819,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-04,1,last-month naive,1347318,897599,0.3337883112969618,0.501024399536987,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-05,2,seasonal-naive + trend,1374828,2906739.477675469,1.1142568217082203,-0.5270205635699229,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-05,2,seasonal-naive,1374828,2225443,0.6187064854658183,-0.38222277542044436,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-05,2,last-month naive,1374828,897599,0.3471190578021396,0.531672829403776,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-06,3,seasonal-naive + trend,913457,1158075.7136831533,0.2677944486529232,-0.21122860171651986,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-06,3,seasonal-naive,913457,886640,0.02935770375617024,0.03024564648560859,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-03,2023-06,3,last-month naive,913457,897599,0.017360423095996856,0.01766713198209891,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-05,1,seasonal-naive + trend,1374828,2846144.0886355545,1.0701819344933,-0.5169506682779738,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-05,1,seasonal-naive,1374828,2225443,0.6187064854658183,-0.38222277542044436,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-05,1,last-month naive,1374828,1347318,0.02000977576831429,0.020418342217650175,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-06,2,seasonal-naive + trend,913457,1133933.8705811957,0.24136535226200653,-0.19443538666694088,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-06,2,seasonal-naive,913457,886640,0.02935770375617024,0.03024564648560859,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-06,2,last-month naive,913457,1347318,0.4749659808836103,-0.32201826146462825,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-07,3,seasonal-naive + trend,1352766,1437909.3331830977,0.06294017825928332,-0.0592132836321578,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-07,3,seasonal-naive,1352766,1124323,0.1688710390414898,0.20318271528733292,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-04,2023-07,3,last-month naive,1352766,1347318,0.0040273040570209485,0.004043588818675324,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-06,1,seasonal-naive + trend,913457,961144.7861847291,0.052205835835435144,-0.049615611373210564,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-06,1,seasonal-naive,913457,886640,0.02935770375617024,0.03024564648560859,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-06,1,last-month naive,913457,1374828,0.505082341040684,-0.3355845240277329,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-07,2,seasonal-naive + trend,1352766,1218800.403137207,0.09903087220021273,0.10991594400359886,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-07,2,seasonal-naive,1352766,1124323,0.1688710390414898,0.20318271528733292,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-07,2,last-month naive,1352766,1374828,0.016308807288178444,-0.016047098255199923,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-08,3,seasonal-naive + trend,1360487,828297.9346980464,0.39117541387896654,0.6425092264608405,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-08,3,seasonal-naive,1360487,764091,0.4383694956291387,0.7805300677537099,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-05,2023-08,3,last-month naive,1360487,1374828,0.01054107830504812,-0.010431123020479653,pre-Nov 2023
category,52,Cotton yarn & woven cotton,2023-06,2023-07,1,seasonal-naive + trend,1352766,1179211.6993110627,0.12829587725366937,0.1471782384709496,pre-Nov 2023
