Date,YearMonth,HS2,Category,ValueEUR,Qty100kg,WeightKg,WeightTonnes,UnitValueEurPerKg,ValueMissing,QtyMissing
2015-04-01,2015-04,61,Knitted apparel,35623741,19181.39,1918139,1918.1390000000001,18.57203310083367,false,false
2015-04-01,2015-04,62,Woven apparel,38163955,13266.6,1326660,1326.66,28.76694480876788,false,false
2015-04-01,2015-04,63,Made-ups / home textiles,9626204,21036.37,2103637,2103.637,4.575981502512078,false,false
2015-04-01,2015-04,64,Footwear,14265248,8185.45,818545,818.5450000000001,17.427567207667263,false,false
2015-05-01,2015-05,52,Cotton yarn & woven cotton,623553,929.52,92952,92.952,6.708333333333333,false,false
2015-05-01,2015-05,61,Knitted apparel,27346274,14898.38,1489838,1489.838,18.355199692852512,false,false
2015-05-01,2015-05,62,Woven apparel,23951796,9044.48,904448,904.448,26.482225622700255,false,false
2015-05-01,2015-05,63,Made-ups / home textiles,7736486,16121.25,1612125,1612.125,4.798936807009382,false,false
2015-05-01,2015-05,64,Footwear,10464125,5452.62,545262,545.2620000000001,19.191003590934265,false,false
2015-06-01,2015-06,52,Cotton yarn & woven cotton,719142,1270.13,127013.00000000001,127.01300000000002,5.661955862785699,false,false
2015-06-01,2015-06,61,Knitted apparel,34657008,19350.53,1935053,1935.0529999999999,17.910107888517782,false,false
2015-06-01,2015-06,62,Woven apparel,25795317,9256.03,925603.0000000001,925.6030000000001,27.868661834501395,false,false
2015-06-01,2015-06,63,Made-ups / home textiles,8370557,17983.96,1798396,1798.396,4.654457082867177,false,false
2015-06-01,2015-06,64,Footwear,13596935,7051.14,705114,705.114,19.283314471135164,false,false
2015-07-01,2015-07,52,Cotton yarn & woven cotton,883247,1810.8,181080,181.08,4.877661806936161,false,false
2015-07-01,2015-07,61,Knitted apparel,34922910,18918.6,1891859.9999999998,1891.86,18.459563604072184,false,false
2015-07-01,2015-07,62,Woven apparel,26401730,9208.68,920868,920.868,28.670482631604095,false,false
2015-07-01,2015-07,63,Made-ups / home textiles,9627491,21156.36,2115636,2115.636,4.5506367825089,false,false
2015-07-01,2015-07,64,Footwear,15902065,8386.63,838662.9999999999,838.663,18.961209687323755,false,false
2015-08-01,2015-08,52,Cotton yarn & woven cotton,600330,2302.79,230279,230.279,2.60696806916827,false,false
2015-08-01,2015-08,61,Knitted apparel,28270015,15839.51,1583951,1583.951,17.847783801392847,false,false
2015-08-01,2015-08,62,Woven apparel,21289799,7679.06,767906,767.9060000000001,27.724485809461054,false,false
2015-08-01,2015-08,63,Made-ups / home textiles,8952311,21741.24,2174124,2174.1240000000003,4.117663481935713,false,false
2015-08-01,2015-08,64,Footwear,15180574,8155.32,815532,815.532,18.614320468111615,false,false
2015-09-01,2015-09,52,Cotton yarn & woven cotton,615642,1363.43,136343,136.34300000000002,4.515391329221155,false,false
2015-09-01,2015-09,61,Knitted apparel,20295407,11409.51,1140951,1140.951,17.788149534905532,false,false
2015-09-01,2015-09,62,Woven apparel,16189183,5897.2,589720,589.72,27.452321440683715,false,false
2015-09-01,2015-09,63,Made-ups / home textiles,9014468,20693.61,2069361,2069.3610000000003,4.3561601866469895,false,false
2015-09-01,2015-09,64,Footwear,10609442,5652.69,565269,565.269,18.76883749153058,false,false
2015-10-01,2015-10,52,Cotton yarn & woven cotton,885218,1798.91,179891,179.89100000000002,4.920857630453997,false,false
2015-10-01,2015-10,61,Knitted apparel,19079376,10889.43,1088943,1088.943,17.521005231678792,false,false
2015-10-01,2015-10,62,Woven apparel,15580189,6469.09,646909,646.9090000000001,24.084050461502315,false,false
2015-10-01,2015-10,63,Made-ups / home textiles,12213664,27513.18,2751318,2751.318,4.439204773857475,false,false
2015-10-01,2015-10,64,Footwear,8516440,4759.11,475910.99999999994,475.911,17.895026591106323,false,false
2015-11-01,2015-11,52,Cotton yarn & woven cotton,650832,1324.22,132422,132.422,4.914832882753621,false,false
2015-11-01,2015-11,61,Knitted apparel,18599668,10685.78,1068578,1068.5780000000002,17.405999374870156,false,false
2015-11-01,2015-11,62,Woven apparel,16229866,6250.93,625093,625.0930000000001,25.963922168381345,false,false
2015-11-01,2015-11,63,Made-ups / home textiles,8036548,18565.69,1856568.9999999998,1856.569,4.328709571257519,false,false
2015-11-01,2015-11,64,Footwear,12491187,5629.92,562992,562.9920000000001,22.187148307613608,false,false
2015-12-01,2015-12,52,Cotton yarn & woven cotton,605989,997.85,99785,99.78500000000001,6.072946835696748,false,false
2015-12-01,2015-12,61,Knitted apparel,26967839,14905.36,1490536,1490.536,18.09271228605012,false,false
2015-12-01,2015-12,62,Woven apparel,25140269,8984.32,898432,898.432,27.982383753027495,false,false
2015-12-01,2015-12,63,Made-ups / home textiles,7642455,15595.23,1559523,1559.5230000000001,4.900508039958372,false,false
2015-12-01,2015-12,64,Footwear,12267293,6071.53,607153,607.153,20.204615640538712,false,false
2016-01-01,2016-01,52,Cotton yarn & woven cotton,950367,3710.35,371035,371.035,2.561394477609929,false,false
2016-01-01,2016-01,61,Knitted apparel,28313979,14977.61,1497761,1497.7610000000002,18.90420367468508,false,false
2016-01-01,2016-01,62,Woven apparel,30389929,9544.92,954492,954.4920000000001,31.838851451871783,false,false
2016-01-01,2016-01,63,Made-ups / home textiles,7675511,16899.73,1689973,1689.973,4.541795046429736,false,false
2016-01-01,2016-01,64,Footwear,14824004,7073.28,707328,707.328,20.95775085957293,false,false
2016-02-01,2016-02,52,Cotton yarn & woven cotton,1041511,2716.33,271633,271.633,3.834257987799715,false,false
2016-02-01,2016-02,61,Knitted apparel,30645578,16041.08,1604108,1604.1080000000002,19.1044356115673,false,false
2016-02-01,2016-02,62,Woven apparel,40741067,13055.12,1305512,1305.5120000000002,31.20696477703767,false,false
2016-02-01,2016-02,63,Made-ups / home textiles,8742031,17096.14,1709614,1709.614,5.1134530952601,false,false
2016-02-01,2016-02,64,Footwear,18914742,8768.61,876861,876.8610000000001,21.570969629165855,false,false
2016-03-01,2016-03,52,Cotton yarn & woven cotton,1114308,3033.99,303399,303.399,3.672747767790929,false,false
2016-03-01,2016-03,61,Knitted apparel,31174602,16065.3,1606530,1606.53,19.404929879927547,false,false
2016-03-01,2016-03,62,Woven apparel,40844730,13795.81,1379581,1379.5810000000001,29.606619691051122,false,false
2016-03-01,2016-03,63,Made-ups / home textiles,10485187,26075.19,2607519,2607.5190000000002,4.021135416462929,false,false
2016-03-01,2016-03,64,Footwear,18899457,8777.62,877762.0000000001,877.7620000000002,21.53141398237791,false,false
2016-04-01,2016-04,52,Cotton yarn & woven cotton,992252,2972.29,297229,297.229,3.338341817252018,false,false
2016-04-01,2016-04,61,Knitted apparel,26695692,14552.33,1455233,1455.2330000000002,18.344616978861804,false,false
2016-04-01,2016-04,62,Woven apparel,31905493,10998.98,1099898,1099.898,29.00768343973714,false,false
2016-04-01,2016-04,63,Made-ups / home textiles,8932229,21304.33,2130433,2130.4330000000004,4.192682426530194,false,false
2016-04-01,2016-04,64,Footwear,13000382,6503,650300,650.3000000000001,19.99136091034907,false,false
2016-05-01,2016-05,52,Cotton yarn & woven cotton,789779,2638.39,263839,263.839,2.9934126493808724,false,false
2016-05-01,2016-05,61,Knitted apparel,27402948,15345.32,1534532,1534.5320000000002,17.857527897756448,false,false
2016-05-01,2016-05,62,Woven apparel,26022414,9560.25,956025,956.0250000000001,27.219386522318977,false,false
2016-05-01,2016-05,63,Made-ups / home textiles,8663545,21519.78,2151978,2151.978,4.02585203008581,false,false
2016-05-01,2016-05,64,Footwear,9507921,4568.12,456812,456.812,20.813641060217332,false,false
2016-06-01,2016-06,52,Cotton yarn & woven cotton,1407626,1771.04,177104,177.104,7.948019242930707,false,false
2016-06-01,2016-06,61,Knitted apparel,37254921,21506.78,2150678,2150.678,17.322407631453896,false,false
2016-06-01,2016-06,62,Woven apparel,40075385,12374.77,1237477,1237.477,32.38475139335923,false,false
2016-06-01,2016-06,63,Made-ups / home textiles,9717362,21073.3,2107330,2107.33,4.611219884878021,false,false
2016-06-01,2016-06,64,Footwear,11945295,5992.29,599229,599.229,19.934440756371938,false,false
2016-07-01,2016-07,52,Cotton yarn & woven cotton,665321,1281.67,128167,128.167,5.191047617561463,false,false
2016-07-01,2016-07,61,Knitted apparel,30447569,17382.63,1738263,1738.2630000000001,17.516088762172352,false,false
2016-07-01,2016-07,62,Woven apparel,29351565,11260.27,1126027,1126.027,26.066484196204886,false,false
2016-07-01,2016-07,63,Made-ups / home textiles,8646604,20336.69,2033668.9999999998,2033.6689999999999,4.251726313377448,false,false
2016-07-01,2016-07,64,Footwear,14379474,7432.37,743237,743.2370000000001,19.347091170111284,false,false
2016-08-01,2016-08,52,Cotton yarn & woven cotton,373970,448.44,44844,44.844,8.339354205690839,false,false
2016-08-01,2016-08,61,Knitted apparel,32752870,19672.29,1967229,1967.2290000000003,16.649241140711123,false,false
2016-08-01,2016-08,62,Woven apparel,23736986,9512.51,951251,951.2510000000001,24.953441310442773,false,false
2016-08-01,2016-08,63,Made-ups / home textiles,9850297,25114.15,2511415,2511.4150000000004,3.9222099891893616,false,false
2016-08-01,2016-08,64,Footwear,14643020,7484.56,748456,748.4560000000001,19.56430304520239,false,false
2016-09-01,2016-09,52,Cotton yarn & woven cotton,763644,1194.91,119491.00000000001,119.49100000000001,6.3908076758919075,false,false
2016-09-01,2016-09,61,Knitted apparel,20793310,12102.85,1210285,1210.285,17.18050707064865,false,false
2016-09-01,2016-09,62,Woven apparel,16661879,7265.33,726533,726.533,22.933409769411714,false,false
2016-09-01,2016-09,63,Made-ups / home textiles,9702074,22981.94,2298194,2298.194,4.221607923439014,false,false
2016-09-01,2016-09,64,Footwear,15258284,7955.34,795534,795.5340000000001,19.179926942154577,false,false
2016-10-01,2016-10,52,Cotton yarn & woven cotton,812095,1371.26,137126,137.126,5.922253985385703,false,false
2016-10-01,2016-10,61,Knitted apparel,18297842,10922.81,1092281,1092.281,16.751954854108053,false,false
2016-10-01,2016-10,62,Woven apparel,12329381,5147.84,514784,514.784,23.950590927456954,false,false
2016-10-01,2016-10,63,Made-ups / home textiles,8707923,17630.63,1763063,1763.063,4.939087826129866,false,false
2016-10-01,2016-10,64,Footwear,8160143,4466.43,446643,446.64300000000003,18.2699449000656,false,false
2016-11-01,2016-11,52,Cotton yarn & woven cotton,1045756,1687.94,168794,168.794,6.195457184497079,false,false
2016-11-01,2016-11,61,Knitted apparel,21572026,12511.29,1251129,1251.1290000000001,17.2420477824429,false,false
2016-11-01,2016-11,62,Woven apparel,15000037,5980.65,598065,598.0649999999999,25.080947723073578,false,false
2016-11-01,2016-11,63,Made-ups / home textiles,8206023,18528.74,1852874.0000000002,1852.8740000000003,4.4288078951941685,false,false
2016-11-01,2016-11,64,Footwear,8394372,4582.72,458272,458.27200000000005,18.317444661685638,false,false
2016-12-01,2016-12,52,Cotton yarn & woven cotton,847222,1923.71,192371,192.371,4.404104568775959,false,false
2016-12-01,2016-12,61,Knitted apparel,25383301,14255.03,1425503,1425.5030000000002,17.806557404649446,false,false
2016-12-01,2016-12,62,Woven apparel,24298007,8998.39,899839,899.8389999999999,27.002616023533097,false,false
2016-12-01,2016-12,63,Made-ups / home textiles,8212267,17960.48,1796048,1796.048,4.572409534711767,false,false
2016-12-01,2016-12,64,Footwear,9841326,5458.12,545812,545.812,18.03061493701128,false,false
2017-01-01,2017-01,52,Cotton yarn & woven cotton,770936,1688.57,168857,168.857,4.5656146917213976,false,false
2017-01-01,2017-01,61,Knitted apparel,26153482,13642.33,1364233,1364.2330000000002,19.170832255193943,false,false
2017-01-01,2017-01,62,Woven apparel,31768646,10564.26,1056426,1056.4260000000002,30.071813832677346,false,false
2017-01-01,2017-01,63,Made-ups / home textiles,9481996,20030.32,2003032,2003.0320000000002,4.733821526565726,false,false
2017-01-01,2017-01,64,Footwear,13222585,6068.97,606897,606.897,21.787197827637968,false,false
2017-02-01,2017-02,52,Cotton yarn & woven cotton,639678,1328.97,132897,132.89700000000002,4.81333664416804,false,false
2017-02-01,2017-02,61,Knitted apparel,27900569,14448.88,1444888,1444.888,19.309848929467197,false,false
2017-02-01,2017-02,62,Woven apparel,35094596,11005.78,1100578,1100.5780000000002,31.887422790570046,false,false
2017-02-01,2017-02,63,Made-ups / home textiles,8393683,17600.64,1760064,1760.064,4.768964651285407,false,false
2017-02-01,2017-02,64,Footwear,19304303,9077.79,907779.0000000001,907.7790000000001,21.265421429665146,false,false
2017-03-01,2017-03,52,Cotton yarn & woven cotton,886099,1809.22,180922,180.92200000000003,4.897685190303004,false,false
2017-03-01,2017-03,61,Knitted apparel,34200510,17570.13,1757013,1757.0130000000001,19.465143399621972,false,false
2017-03-01,2017-03,62,Woven apparel,44417082,14705.56,1470556,1470.556,30.204277837770203,false,false
2017-03-01,2017-03,63,Made-ups / home textiles,11467584,26391.3,2639130,2639.13,4.34521376362665,false,false
2017-03-01,2017-03,64,Footwear,17153217,8575.55,857554.9999999999,857.555,20.002468646325894,false,false
2017-04-01,2017-04,52,Cotton yarn & woven cotton,560969,1708.73,170873,170.87300000000002,3.282958688616692,false,false
2017-04-01,2017-04,61,Knitted apparel,28212026,14566.39,1456639,1456.6390000000001,19.367891426770807,false,false
2017-04-01,2017-04,62,Woven apparel,34140407,12255.63,1225563,1225.5629999999999,27.85691718826368,false,false
2017-04-01,2017-04,63,Made-ups / home textiles,8980068,21681.82,2168182,2168.1820000000002,4.141750092935003,false,false
2017-04-01,2017-04,64,Footwear,12824456,6570.81,657081,657.0810000000001,19.517313694963025,false,false
2017-05-01,2017-05,52,Cotton yarn & woven cotton,785194,1727.4,172740,172.74,4.545525066574042,false,false
2017-05-01,2017-05,61,Knitted apparel,28954173,14953.08,1495308,1495.308,19.36335056055341,false,false
2017-05-01,2017-05,62,Woven apparel,29554764,10469.66,1046966,1046.9660000000001,28.228962545106526,false,false
2017-05-01,2017-05,63,Made-ups / home textiles,10340767,24541.68,2454168,2454.168,4.213553024894791,false,false
2017-05-01,2017-05,64,Footwear,12045460,6421.51,642151,642.1510000000001,18.75798682864311,false,false
2017-06-01,2017-06,52,Cotton yarn & woven cotton,864482,2340.12,234012,234.012,3.6941780763379657,false,false
2017-06-01,2017-06,61,Knitted apparel,35352870,19665.19,1966518.9999999998,1966.519,17.97738542063413,false,false
2017-06-01,2017-06,62,Woven apparel,34592981,12687.74,1268774,1268.7740000000001,27.264887994236958,false,false
2017-06-01,2017-06,63,Made-ups / home textiles,10000886,24013.07,2401307,2401.3070000000002,4.164767770218469,false,false
2017-06-01,2017-06,64,Footwear,13782501,6548.23,654823,654.823,21.04767395158692,false,false
2017-07-01,2017-07,52,Cotton yarn & woven cotton,675371,1651.35,165135,165.135,4.089811366457747,false,false
2017-07-01,2017-07,61,Knitted apparel,32958798,18265.26,1826525.9999999998,1826.5259999999998,18.044527151543424,false,false
2017-07-01,2017-07,62,Woven apparel,27669325,10026.53,1002653.0000000001,1002.6530000000001,27.596112513501676,false,false
2017-07-01,2017-07,63,Made-ups / home textiles,8230311,20363.48,2036348,2036.348,4.041701614851686,false,false
2017-07-01,2017-07,64,Footwear,16154795,8333.07,833307,833.307,19.38636660918485,false,false
2017-08-01,2017-08,52,Cotton yarn & woven cotton,414948,1023.05,102305,102.305,4.055989443331216,false,false
2017-08-01,2017-08,61,Knitted apparel,30074020,18060.21,1806021,1806.021,16.65208765568064,false,false
2017-08-01,2017-08,62,Woven apparel,24690782,9831.23,983123,983.123,25.114641809824406,false,false
2017-08-01,2017-08,63,Made-ups / home textiles,10109798,25740.39,2574039,2574.039,3.9276009415552755,false,false
2017-08-01,2017-08,64,Footwear,15012612,7579.94,757994,757.994,19.805713501689986,false,false
2017-09-01,2017-09,52,Cotton yarn & woven cotton,578172,1061.34,106133.99999999999,106.134,5.447566284131382,false,false
2017-09-01,2017-09,61,Knitted apparel,22076773,13799.96,1379996,1379.996,15.99770796437091,false,false
2017-09-01,2017-09,62,Woven apparel,15375352,6589.07,658907,658.907,23.33463144267704,false,false
2017-09-01,2017-09,63,Made-ups / home textiles,12128443,33588.34,3358833.9999999995,3358.834,3.6109087260638666,false,false
2017-09-01,2017-09,64,Footwear,12568269,6728.23,672823,672.823,18.679903927184416,false,false
2017-10-01,2017-10,52,Cotton yarn & woven cotton,752074,1627.94,162794,162.794,4.619789427128764,false,false
2017-10-01,2017-10,61,Knitted apparel,16408492,10331.69,1033169,1033.169,15.88171151089512,false,false
2017-10-01,2017-10,62,Woven apparel,12582627,5185.29,518529,518.529,24.266004408625168,false,false
2017-10-01,2017-10,63,Made-ups / home textiles,11711244,29987.96,2998796,2998.7960000000003,3.905315333220399,false,false
2017-10-01,2017-10,64,Footwear,8992643,5001.6,500160.00000000006,500.1600000000001,17.979532549584132,false,false
2017-11-01,2017-11,52,Cotton yarn & woven cotton,712380,1218.73,121873,121.873,5.845265153069178,false,false
2017-11-01,2017-11,61,Knitted apparel,23212368,14411.89,1441189,1441.189,16.10640103414611,false,false
2017-11-01,2017-11,62,Woven apparel,16402554,6907.67,690767,690.767,23.745422117732897,false,false
2017-11-01,2017-11,63,Made-ups / home textiles,10089277,26335.19,2633519,2633.5190000000002,3.8311008957976003,false,false
2017-11-01,2017-11,64,Footwear,8123095,4019.26,401926,401.92600000000004,20.21042430696198,false,false
2017-12-01,2017-12,52,Cotton yarn & woven cotton,538658,1118.5,111850,111.85000000000001,4.81589628967367,false,false
2017-12-01,2017-12,61,Knitted apparel,25258681,14452.62,1445262,1445.2620000000002,17.476887235670763,false,false
2017-12-01,2017-12,62,Woven apparel,21583839,7979.96,797996,797.9960000000001,27.0475528699392,false,false
2017-12-01,2017-12,63,Made-ups / home textiles,8253389,19493.71,1949371,1949.371,4.233872874891439,false,false
2017-12-01,2017-12,64,Footwear,9819787,5466.89,546689,546.6890000000001,17.962291174689813,false,false
2018-01-01,2018-01,52,Cotton yarn & woven cotton,1062459,1991.23,199123,199.12300000000002,5.335692009461488,false,false
2018-01-01,2018-01,61,Knitted apparel,29293099,15505.18,1550518,1550.518,18.892459810205363,false,false
2018-01-01,2018-01,62,Woven apparel,33624275,11158.96,1115896,1115.896,30.13208668191301,false,false
2018-01-01,2018-01,63,Made-ups / home textiles,11435259,29999.08,2999908,2999.9080000000004,3.8118698973435183,false,false
2018-01-01,2018-01,64,Footwear,17780005,8339.42,833942,833.942,21.320433555331185,false,false
2018-02-01,2018-02,52,Cotton yarn & woven cotton,343332,590.93,59092.99999999999,59.092999999999996,5.810028260538474,false,false
2018-02-01,2018-02,61,Knitted apparel,29909778,16073.82,1607382,1607.382,18.607759698690167,false,false
2018-02-01,2018-02,62,Woven apparel,36135958,12340.36,1234036,1234.036,29.282742156630764,false,false
2018-02-01,2018-02,63,Made-ups / home textiles,11169811,27715.91,2771591,2771.5910000000003,4.030107977692235,false,false
2018-02-01,2018-02,64,Footwear,17708550,8198.12,819812.0000000001,819.8120000000001,21.60074504886486,false,false
2018-03-01,2018-03,52,Cotton yarn & woven cotton,623545,1193.04,119304,119.304,5.226522161872192,false,false
2018-03-01,2018-03,61,Knitted apparel,29080056,15263.56,1526356,1526.356,19.051948562458563,false,false
2018-03-01,2018-03,62,Woven apparel,40477406,13596.3,1359630,1359.63,29.770897964887507,false,false
2018-03-01,2018-03,63,Made-ups / home textiles,11791968,30850.45,3085045,3085.045,3.8223001609376848,false,false
2018-03-01,2018-03,64,Footwear,20721621,10451.38,1045137.9999999999,1045.138,19.826684131664912,false,false
2018-04-01,2018-04,52,Cotton yarn & woven cotton,711700,1459.08,145908,145.908,4.877731173067961,false,false
2018-04-01,2018-04,61,Knitted apparel,27324565,14687.1,1468710,1468.71,18.604465823750093,false,false
2018-04-01,2018-04,62,Woven apparel,34301975,12215.45,1221545,1221.545,28.080811595152042,false,false
2018-04-01,2018-04,63,Made-ups / home textiles,10571032,28240.52,2824052,2824.052,3.7432143600755228,false,false
2018-04-01,2018-04,64,Footwear,13213748,7065.84,706584,706.5840000000001,18.70088765100823,false,false
2018-05-01,2018-05,52,Cotton yarn & woven cotton,649307,2398.74,239873.99999999997,239.874,2.7068669384760335,false,false
2018-05-01,2018-05,61,Knitted apparel,29269057,16460.41,1646041,1646.0410000000002,17.781487216904075,false,false
2018-05-01,2018-05,62,Woven apparel,27594916,10878.21,1087821,1087.821,25.36714772007527,false,false
2018-05-01,2018-05,63,Made-ups / home textiles,11214299,33679.51,3367951,3367.9510000000005,3.329709666203576,false,false
2018-05-01,2018-05,64,Footwear,11972722,6472.62,647262,647.2620000000001,18.497489424684286,false,false
2018-06-01,2018-06,52,Cotton yarn & woven cotton,715510,1230.61,123060.99999999999,123.06099999999999,5.814270971306914,false,false
2018-06-01,2018-06,61,Knitted apparel,34917863,19128.68,1912868,1912.8680000000002,18.254193702858743,false,false
2018-06-01,2018-06,62,Woven apparel,29871876,10971.31,1097131,1097.131,27.227264565489445,false,false
2018-06-01,2018-06,63,Made-ups / home textiles,8824243,21485.32,2148532,2148.532,4.107103361737224,false,false
2018-06-01,2018-06,64,Footwear,9970115,5096.67,509667,509.66700000000003,19.562017945050396,false,false
2018-07-01,2018-07,52,Cotton yarn & woven cotton,438943,829.24,82924,82.924,5.293316771983985,false,false
2018-07-01,2018-07,61,Knitted apparel,33456438,18613.4,1861340.0000000002,1861.3400000000001,17.974382971407692,false,false
2018-07-01,2018-07,62,Woven apparel,29668648,9981.87,998187.0000000001,998.1870000000001,29.722534955875,false,false
2018-07-01,2018-07,63,Made-ups / home textiles,12086438,31697.23,3169723,3169.723,3.8130896611470466,false,false
2018-07-01,2018-07,64,Footwear,16998562,8611.76,861176,861.176,19.738778135944337,false,false
2018-08-01,2018-08,52,Cotton yarn & woven cotton,368660,375.88,37588,37.588,9.807917420453336,false,false
2018-08-01,2018-08,61,Knitted apparel,28941839,16490.92,1649091.9999999998,1649.0919999999999,17.550166394597756,false,false
2018-08-01,2018-08,62,Woven apparel,21688024,8014.06,801406,801.4060000000001,27.062467712994412,false,false
2018-08-01,2018-08,63,Made-ups / home textiles,9803090,22357.43,2235743,2235.743,4.384712375259589,false,false
2018-08-01,2018-08,64,Footwear,16786700,8553.58,855358,855.3580000000001,19.62534985351163,false,false
2018-09-01,2018-09,52,Cotton yarn & woven cotton,663727,1632.36,163236,163.236,4.066057732362959,false,false
2018-09-01,2018-09,61,Knitted apparel,20432583,11978.39,1197839,1197.839,17.057870882480866,false,false
2018-09-01,2018-09,62,Woven apparel,14457212,5016.06,501606.00000000006,501.60600000000005,28.821848223506095,false,false
2018-09-01,2018-09,63,Made-ups / home textiles,12850525,33273.23,3327323.0000000005,3327.3230000000003,3.8621212908996205,false,false
2018-09-01,2018-09,64,Footwear,11874752,6679.68,667968,667.9680000000001,17.777426463543165,false,false
2018-10-01,2018-10,52,Cotton yarn & woven cotton,1030423,2383.44,238344,238.34400000000002,4.323259658308999,false,false
2018-10-01,2018-10,61,Knitted apparel,19278302,11585.78,1158578,1158.5780000000002,16.63962374566063,false,false
2018-10-01,2018-10,62,Woven apparel,11858489,4261.19,426118.99999999994,426.11899999999997,27.8290547945527,false,false
2018-10-01,2018-10,63,Made-ups / home textiles,11856299,29235.85,2923585,2923.585,4.05539739737343,false,false
2018-10-01,2018-10,64,Footwear,9214300,5000.29,500029,500.029,18.427531203190213,false,false
2018-11-01,2018-11,52,Cotton yarn & woven cotton,705830,1187.21,118721,118.721,5.945283479755056,false,false
2018-11-01,2018-11,61,Knitted apparel,24901449,15096.91,1509691,1509.691,16.494401172160394,false,false
2018-11-01,2018-11,62,Woven apparel,14881492,5885.43,588543,588.543,25.285309654519722,false,false
2018-11-01,2018-11,63,Made-ups / home textiles,10562896,26558.44,2655844,2655.844,3.9772275781258237,false,false
2018-11-01,2018-11,64,Footwear,6661929,3667.83,366783,366.783,18.16313460547517,false,false
2018-12-01,2018-12,52,Cotton yarn & woven cotton,697441,1324.56,132456,132.456,5.26545418856073,false,false
2018-12-01,2018-12,61,Knitted apparel,26455601,15073.99,1507399,1507.3990000000001,17.550496583850727,false,false
2018-12-01,2018-12,62,Woven apparel,20264124,7056.27,705627,705.6270000000001,28.71789769949279,false,false
2018-12-01,2018-12,63,Made-ups / home textiles,7742483,18040.9,1804090.0000000002,1804.0900000000001,4.291627912132986,false,false
2018-12-01,2018-12,64,Footwear,7197224,3608.25,360825,360.82500000000005,19.94657798101573,false,false
2019-01-01,2019-01,52,Cotton yarn & woven cotton,529614,652.02,65202,65.202,8.122664948927946,false,false
2019-01-01,2019-01,61,Knitted apparel,33233388,17434.89,1743489,1743.489,19.06142682861779,false,false
2019-01-01,2019-01,62,Woven apparel,32997501,10372.57,1037257,1037.257,31.81227121147411,false,false
2019-01-01,2019-01,63,Made-ups / home textiles,12583145,30651.04,3065104,3065.1040000000003,4.105291370211256,false,false
2019-01-01,2019-01,64,Footwear,18045138,9191.3,919129.9999999999,919.13,19.63284627854602,false,false
2019-02-01,2019-02,52,Cotton yarn & woven cotton,574221,706.73,70673,70.673,8.125040680316387,false,false
2019-02-01,2019-02,61,Knitted apparel,29509810,15321.19,1532119,1532.1190000000001,19.260781962758767,false,false
2019-02-01,2019-02,62,Woven apparel,38609917,11643.3,1164330,1164.33,33.16063057724185,false,false
2019-02-01,2019-02,63,Made-ups / home textiles,10402786,24450.85,2445085,2445.085,4.254570291012378,false,false
2019-02-01,2019-02,64,Footwear,17360096,8384.66,838466,838.466,20.704591480155425,false,false
2019-03-01,2019-03,52,Cotton yarn & woven cotton,316190,483.17,48317,48.31700000000001,6.5440735144980025,false,false
2019-03-01,2019-03,61,Knitted apparel,29415399,14989.23,1498923,1498.923,19.624356287814653,false,false
2019-03-01,2019-03,62,Woven apparel,35405354,11941.38,1194138,1194.138,29.649298489789288,false,false
2019-03-01,2019-03,63,Made-ups / home textiles,9432801,24821.57,2482157,2482.157,3.800243497893163,false,false
2019-03-01,2019-03,64,Footwear,15979147,7568.1,756810,756.8100000000001,21.113815885096656,false,false
2019-04-01,2019-04,52,Cotton yarn & woven cotton,765546,1278.71,127871,127.87100000000001,5.98686175911661,false,false
2019-04-01,2019-04,61,Knitted apparel,30550204,16062.3,1606230,1606.23,19.019819079459356,false,false
2019-04-01,2019-04,62,Woven apparel,37664687,13678.06,1367806,1367.806,27.536570975708543,false,false
2019-04-01,2019-04,63,Made-ups / home textiles,12220227,31224.93,3122493,3122.4930000000004,3.9136122963286066,false,false
2019-04-01,2019-04,64,Footwear,14882707,7599.61,759961,759.961,19.5835141540158,false,false
2019-05-01,2019-05,52,Cotton yarn & woven cotton,733105,1454.87,145487,145.487,5.038972554248833,false,false
2019-05-01,2019-05,61,Knitted apparel,27971242,14916.45,1491645,1491.6450000000002,18.751942989116042,false,false
2019-05-01,2019-05,62,Woven apparel,28579419,10614.03,1061403,1061.403,26.926077088532818,false,false
2019-05-01,2019-05,63,Made-ups / home textiles,11693010,31034.31,3103431,3103.4310000000005,3.767768640578766,false,false
2019-05-01,2019-05,64,Footwear,9740628,5221.26,522126,522.1260000000001,18.655703795635535,false,false
2019-06-01,2019-06,52,Cotton yarn & woven cotton,579284,808.87,80887,80.887,7.1616452581997105,false,false
2019-06-01,2019-06,61,Knitted apparel,35880377,19606.63,1960663,1960.6630000000002,18.300124498702736,false,false
2019-06-01,2019-06,62,Woven apparel,30836778,12549.04,1254904,1254.9040000000002,24.573017537596503,false,false
2019-06-01,2019-06,63,Made-ups / home textiles,9785199,23514.5,2351450,2351.4500000000003,4.161346828552595,false,false
2019-06-01,2019-06,64,Footwear,9944685,5049.15,504914.99999999994,504.91499999999996,19.69576067258846,false,false
2019-07-01,2019-07,52,Cotton yarn & woven cotton,962342,1760.71,176071,176.07100000000003,5.46564738088612,false,false
2019-07-01,2019-07,61,Knitted apparel,37367819,21324.44,2132444,2132.444,17.523470252911682,false,false
